Algorithms,MaxCost,TimeTaken,Parameters
GeneticAlgorithm,4943,0.280000,80
BruteForce,TIMED OUT,-1.000000,81
DecreaseAndConquer,TIMED OUT,-1.000000,81
DivideAndConquer,TIMED OUT,-1.000000,81
TransformAndConquer,5224,0.000000,81
SpaceAndTimeTradeOffs,5223,0.001000,81
DynamicProgramming,5223,0.002000,81
IterativeImprovement,5223,0.000000,81
Greedy,5220,0.000000,81
GeneticAlgorithm,5223,0.281000,81
BruteForce,TIMED OUT,-1.000000,82
DecreaseAndConquer,TIMED OUT,-1.000000,82
DivideAndConquer,TIMED OUT,-1.000000,82
TransformAndConquer,5427,0.000000,82
SpaceAndTimeTradeOffs,5427,0.001000,82
DynamicProgramming,5427,0.001000,82
IterativeImprovement,5427,0.000000,82
Greedy,5427,0.000000,82
GeneticAlgorithm,5427,0.283000,82
BruteForce,TIMED OUT,-1.000000,83
DecreaseAndConquer,TIMED OUT,-1.000000,83
DivideAndConquer,TIMED OUT,-1.000000,83
TransformAndConquer,5647,0.000000,83
SpaceAndTimeTradeOffs,5642,0.001000,83
DynamicProgramming,5642,0.002000,83
IterativeImprovement,5642,0.000000,83
Greedy,5629,0.000000,83
GeneticAlgorithm,5642,0.288000,83
BruteForce,TIMED OUT,-1.000000,84
DecreaseAndConquer,TIMED OUT,-1.000000,84
DivideAndConquer,TIMED OUT,-1.000000,84
TransformAndConquer,5685,0.000000,84
SpaceAndTimeTradeOffs,5679,0.001000,84
DynamicProgramming,5679,0.002000,84
IterativeImprovement,5665,0.000000,84
Greedy,5602,0.000000,84
GeneticAlgorithm,5672,0.304000,84
BruteForce,TIMED OUT,-1.000000,85
DecreaseAndConquer,TIMED OUT,-1.000000,85
DivideAndConquer,TIMED OUT,-1.000000,85
TransformAndConquer,5378,0.000000,85
SpaceAndTimeTradeOffs,5372,0.001000,85
DynamicProgramming,5372,0.002000,85
IterativeImprovement,5372,0.000000,85
Greedy,5334,0.000000,85
GeneticAlgorithm,5372,0.300000,85
BruteForce,TIMED OUT,-1.000000,86
DecreaseAndConquer,TIMED OUT,-1.000000,86
DivideAndConquer,TIMED OUT,-1.000000,86
TransformAndConquer,5959,0.000000,86
SpaceAndTimeTradeOffs,5958,0.001000,86
DynamicProgramming,5958,0.002000,86
IterativeImprovement,5957,0.000000,86
Greedy,5920,0.000000,86
GeneticAlgorithm,5948,0.292000,86
BruteForce,TIMED OUT,-1.000000,87
DecreaseAndConquer,TIMED OUT,-1.000000,87
DivideAndConquer,TIMED OUT,-1.000000,87
TransformAndConquer,5495,0.000000,87
SpaceAndTimeTradeOffs,5492,0.001000,87
DynamicProgramming,5492,0.003000,87
IterativeImprovement,5492,0.000000,87
Greedy,5471,0.000000,87
GeneticAlgorithm,5489,0.296000,87
BruteForce,TIMED OUT,-1.000000,88
DecreaseAndConquer,TIMED OUT,-1.000000,88
DivideAndConquer,TIMED OUT,-1.000000,88
TransformAndConquer,6025,0.000000,88
SpaceAndTimeTradeOffs,6021,0.001000,88
DynamicProgramming,6021,0.003000,88
IterativeImprovement,6000,0.001000,88
Greedy,5904,0.000000,88
GeneticAlgorithm,6008,0.308000,88
BruteForce,TIMED OUT,-1.000000,89
DecreaseAndConquer,TIMED OUT,-1.000000,89
DivideAndConquer,TIMED OUT,-1.000000,89
TransformAndConquer,6798,0.000000,89
SpaceAndTimeTradeOffs,6796,0.001000,89
DynamicProgramming,6796,0.003000,89
IterativeImprovement,6794,0.000000,89
Greedy,6749,0.000000,89
GeneticAlgorithm,6790,0.301000,89
BruteForce,TIMED OUT,-1.000000,90
DecreaseAndConquer,TIMED OUT,-1.000000,90
DivideAndConquer,TIMED OUT,-1.000000,90
TransformAndConquer,6035,0.000000,90
SpaceAndTimeTradeOffs,6032,0.001000,90
DynamicProgramming,6032,0.003000,90
IterativeImprovement,6028,0.000000,90
Greedy,5978,0.000000,90
GeneticAlgorithm,6013,0.301000,90
BruteForce,TIMED OUT,-1.000000,91
DecreaseAndConquer,TIMED OUT,-1.000000,91
DivideAndConquer,TIMED OUT,-1.000000,91
TransformAndConquer,5979,0.000000,91
SpaceAndTimeTradeOffs,5974,0.001000,91
DynamicProgramming,5974,0.003000,91
IterativeImprovement,5974,0.000000,91
Greedy,5938,0.000000,91
GeneticAlgorithm,5970,0.304000,91
BruteForce,TIMED OUT,-1.000000,92
DecreaseAndConquer,TIMED OUT,-1.000000,92
DivideAndConquer,TIMED OUT,-1.000000,92
TransformAndConquer,6172,0.000000,92
SpaceAndTimeTradeOffs,6170,0.001000,92
DynamicProgramming,6170,0.002000,92
IterativeImprovement,6170,0.000000,92
Greedy,6062,0.000000,92
GeneticAlgorithm,6170,0.305000,92
BruteForce,TIMED OUT,-1.000000,93
DecreaseAndConquer,TIMED OUT,-1.000000,93
DivideAndConquer,TIMED OUT,-1.000000,93
TransformAndConquer,6082,0.000000,93
SpaceAndTimeTradeOffs,6081,0.001000,93
DynamicProgramming,6081,0.002000,93
IterativeImprovement,6075,0.000000,93
Greedy,6036,0.000000,93
GeneticAlgorithm,6081,0.318000,93
BruteForce,TIMED OUT,-1.000000,94
DecreaseAndConquer,TIMED OUT,-1.000000,94
DivideAndConquer,TIMED OUT,-1.000000,94
TransformAndConquer,6295,0.000000,94
SpaceAndTimeTradeOffs,6293,0.001000,94
DynamicProgramming,6293,0.003000,94
IterativeImprovement,6293,0.000000,94
Greedy,6213,0.000000,94
GeneticAlgorithm,6293,0.326000,94
BruteForce,TIMED OUT,-1.000000,95
DecreaseAndConquer,TIMED OUT,-1.000000,95
DivideAndConquer,TIMED OUT,-1.000000,95
TransformAndConquer,6791,0.000000,95
SpaceAndTimeTradeOffs,6787,0.001000,95
DynamicProgramming,6787,0.002000,95
IterativeImprovement,6785,0.000000,95
Greedy,6763,0.000000,95
GeneticAlgorithm,6787,0.322000,95
BruteForce,TIMED OUT,-1.000000,96
DecreaseAndConquer,TIMED OUT,-1.000000,96
DivideAndConquer,TIMED OUT,-1.000000,96
TransformAndConquer,6543,0.000000,96
SpaceAndTimeTradeOffs,6543,0.001000,96
DynamicProgramming,6543,0.003000,96
IterativeImprovement,6535,0.000000,96
Greedy,6442,0.000000,96
GeneticAlgorithm,6539,0.318000,96
BruteForce,TIMED OUT,-1.000000,97
DecreaseAndConquer,TIMED OUT,-1.000000,97
DivideAndConquer,TIMED OUT,-1.000000,97
TransformAndConquer,7104,0.000000,97
SpaceAndTimeTradeOffs,7099,0.001000,97
DynamicProgramming,7099,0.002000,97
IterativeImprovement,7093,0.000000,97
Greedy,6923,0.000000,97
GeneticAlgorithm,7099,0.338000,97
BruteForce,TIMED OUT,-1.000000,98
DecreaseAndConquer,TIMED OUT,-1.000000,98
DivideAndConquer,TIMED OUT,-1.000000,98
TransformAndConquer,6991,0.000000,98
SpaceAndTimeTradeOffs,6985,0.001000,98
DynamicProgramming,6985,0.003000,98
IterativeImprovement,6985,0.000000,98
Greedy,6767,0.000000,98
GeneticAlgorithm,6963,0.336000,98
BruteForce,TIMED OUT,-1.000000,99
DecreaseAndConquer,TIMED OUT,-1.000000,99
DivideAndConquer,TIMED OUT,-1.000000,99
TransformAndConquer,7109,0.000000,99
SpaceAndTimeTradeOffs,7103,0.002000,99
DynamicProgramming,7103,0.002000,99
IterativeImprovement,7103,0.000000,99
Greedy,7042,0.000000,99
GeneticAlgorithm,7093,0.338000,99
BruteForce,TIMED OUT,-1.000000,100
DecreaseAndConquer,TIMED OUT,-1.000000,100
DivideAndConquer,TIMED OUT,-1.000000,100
TransformAndConquer,21928,0.000000,100
SpaceAndTimeTradeOffs,21921,0.001000,100
DynamicProgramming,21921,0.002000,100
IterativeImprovement,21921,0.000000,100
Greedy,21530,0.000000,100
GeneticAlgorithm,21869,0.338000,100
