Algorithms,MaxCost,TimeTaken,Parameters
Greedy,1575,0.000002,25
TransformAndConquer,1027,0.000001,26
SpaceAndTimeTradeOffs,1027,0.000192,26
DynamicProgramming,1027,0.000237,26
IterativeImprovement,1027,0.000006,26
Greedy,1027,0.000002,26
TransformAndConquer,933,0.000003,27
SpaceAndTimeTradeOffs,933,0.000151,27
DynamicProgramming,933,0.000247,27
IterativeImprovement,933,0.000006,27
Greedy,933,0.000003,27
TransformAndConquer,1160,0.000001,28
SpaceAndTimeTradeOffs,1160,0.000151,28
DynamicProgramming,1160,0.000266,28
IterativeImprovement,1160,0.000005,28
Greedy,1160,0.000001,28
TransformAndConquer,1418,0.000002,29
SpaceAndTimeTradeOffs,1418,0.000169,29
DynamicProgramming,1418,0.000298,29
IterativeImprovement,1418,0.000006,29
Greedy,1418,0.000002,29
TransformAndConquer,1243,0.000001,30
SpaceAndTimeTradeOffs,1243,0.000176,30
DynamicProgramming,1243,0.000303,30
IterativeImprovement,1243,0.000008,30
Greedy,1243,0.000002,30
TransformAndConquer,1258,0.000002,31
SpaceAndTimeTradeOffs,1258,0.000194,31
DynamicProgramming,1258,0.000338,31
IterativeImprovement,1258,0.000008,31
Greedy,1258,0.000002,31
TransformAndConquer,1359,0.000002,32
SpaceAndTimeTradeOffs,1359,0.000215,32
DynamicProgramming,1359,0.000504,32
IterativeImprovement,1359,0.000022,32
Greedy,1359,0.000002,32
TransformAndConquer,1255,0.000002,33
SpaceAndTimeTradeOffs,1255,0.000248,33
DynamicProgramming,1255,0.000403,33
IterativeImprovement,1255,0.000010,33
Greedy,1255,0.000002,33
TransformAndConquer,1315,0.000003,34
SpaceAndTimeTradeOffs,1315,0.000218,34
DynamicProgramming,1315,0.000488,34
IterativeImprovement,1315,0.000020,34
Greedy,1315,0.000006,34
TransformAndConquer,1538,0.000005,35
SpaceAndTimeTradeOffs,1538,0.000371,35
DynamicProgramming,1538,0.000474,35
IterativeImprovement,1538,0.000011,35
Greedy,1538,0.000005,35
TransformAndConquer,1342,0.000003,36
SpaceAndTimeTradeOffs,1342,0.000255,36
DynamicProgramming,1342,0.000451,36
IterativeImprovement,1342,0.000010,36
Greedy,1342,0.000002,36
TransformAndConquer,1690,0.000004,37
SpaceAndTimeTradeOffs,1690,0.000317,37
DynamicProgramming,1690,0.000505,37
IterativeImprovement,1690,0.000010,37
Greedy,1690,0.000005,37
TransformAndConquer,1772,0.000003,38
SpaceAndTimeTradeOffs,1772,0.000292,38
DynamicProgramming,1772,0.000507,38
IterativeImprovement,1772,0.000010,38
Greedy,1772,0.000003,38
TransformAndConquer,1850,0.000003,39
SpaceAndTimeTradeOffs,1850,0.000301,39
DynamicProgramming,1850,0.000526,39
IterativeImprovement,1850,0.000019,39
Greedy,1850,0.000003,39
TransformAndConquer,2043,0.000003,40
SpaceAndTimeTradeOffs,2043,0.000315,40
DynamicProgramming,2043,0.000550,40
IterativeImprovement,2043,0.000012,40
Greedy,2043,0.000004,40
TransformAndConquer,1819,0.000004,41
SpaceAndTimeTradeOffs,1819,0.000336,41
DynamicProgramming,1819,0.000581,41
IterativeImprovement,1819,0.000020,41
Greedy,1819,0.000002,41
TransformAndConquer,1704,0.000004,42
SpaceAndTimeTradeOffs,1704,0.000380,42
DynamicProgramming,1704,0.000616,42
IterativeImprovement,1704,0.000014,42
Greedy,1704,0.000003,42
TransformAndConquer,1866,0.000004,43
SpaceAndTimeTradeOffs,1866,0.000358,43
DynamicProgramming,1866,0.000630,43
IterativeImprovement,1866,0.000013,43
Greedy,1866,0.000003,43
TransformAndConquer,2016,0.000004,44
SpaceAndTimeTradeOffs,2016,0.000431,44
DynamicProgramming,2016,0.000789,44
IterativeImprovement,2016,0.000021,44
Greedy,2016,0.000004,44
TransformAndConquer,1904,0.000003,45
SpaceAndTimeTradeOffs,1904,0.000401,45
DynamicProgramming,1904,0.000827,45
IterativeImprovement,1904,0.000015,45
Greedy,1904,0.000004,45
TransformAndConquer,2165,0.000004,46
SpaceAndTimeTradeOffs,2165,0.000440,46
DynamicProgramming,2165,0.000806,46
IterativeImprovement,2165,0.000026,46
Greedy,2165,0.000004,46
TransformAndConquer,1848,0.000003,47
SpaceAndTimeTradeOffs,1848,0.000453,47
DynamicProgramming,1848,0.000850,47
IterativeImprovement,1848,0.000017,47
Greedy,1848,0.000005,47
TransformAndConquer,2562,0.000004,48
SpaceAndTimeTradeOffs,2562,0.000481,48
DynamicProgramming,2562,0.000908,48
IterativeImprovement,2562,0.000019,48
Greedy,2562,0.000005,48
TransformAndConquer,2588,0.000004,49
SpaceAndTimeTradeOffs,2588,0.000504,49
DynamicProgramming,2588,0.000898,49
IterativeImprovement,2588,0.000018,49
Greedy,2588,0.000005,49
TransformAndConquer,5825,0.000004,50
SpaceAndTimeTradeOffs,5825,0.000420,50
DynamicProgramming,5825,0.000744,50
IterativeImprovement,5825,0.000020,50
Greedy,5825,0.000003,50
TransformAndConquer,2815,0.000005,51
SpaceAndTimeTradeOffs,2815,0.000537,51
DynamicProgramming,2815,0.000944,51
IterativeImprovement,2815,0.000019,51
Greedy,2815,0.000004,51
TransformAndConquer,2781,0.000005,52
SpaceAndTimeTradeOffs,2781,0.000571,52
DynamicProgramming,2781,0.000983,52
IterativeImprovement,2781,0.000020,52
Greedy,2781,0.000004,52
TransformAndConquer,2708,0.000005,53
SpaceAndTimeTradeOffs,2708,0.000585,53
DynamicProgramming,2708,0.001023,53
IterativeImprovement,2708,0.000020,53
Greedy,2708,0.000004,53
TransformAndConquer,2545,0.000004,54
SpaceAndTimeTradeOffs,2545,0.000600,54
DynamicProgramming,2545,0.001151,54
IterativeImprovement,2545,0.000021,54
Greedy,2545,0.000004,54
TransformAndConquer,2829,0.000005,55
SpaceAndTimeTradeOffs,2827,0.000629,55
DynamicProgramming,2827,0.001122,55
IterativeImprovement,2825,0.000030,55
Greedy,2825,0.000004,55
TransformAndConquer,2898,0.000005,56
SpaceAndTimeTradeOffs,2898,0.000607,56
DynamicProgramming,2898,0.001068,56
IterativeImprovement,2898,0.000021,56
Greedy,2898,0.000004,56
TransformAndConquer,2776,0.000005,57
SpaceAndTimeTradeOffs,2776,0.000636,57
DynamicProgramming,2776,0.001115,57
IterativeImprovement,2776,0.000022,57
Greedy,2776,0.000005,57
TransformAndConquer,2905,0.000005,58
SpaceAndTimeTradeOffs,2905,0.000653,58
DynamicProgramming,2905,0.001178,58
IterativeImprovement,2905,0.000022,58
Greedy,2905,0.000004,58
TransformAndConquer,2927,0.000005,59
SpaceAndTimeTradeOffs,2927,0.000635,59
DynamicProgramming,2927,0.001128,59
IterativeImprovement,2927,0.000022,59
Greedy,2927,0.000004,59
TransformAndConquer,3402,0.000005,60
SpaceAndTimeTradeOffs,3402,0.000662,60
DynamicProgramming,3402,0.001292,60
IterativeImprovement,3402,0.000024,60
Greedy,3402,0.000004,60
TransformAndConquer,3247,0.000005,61
SpaceAndTimeTradeOffs,3247,0.000679,61
DynamicProgramming,3247,0.001184,61
IterativeImprovement,3247,0.000022,61
Greedy,3247,0.000004,61
TransformAndConquer,3160,0.000004,62
SpaceAndTimeTradeOffs,3160,0.000665,62
DynamicProgramming,3160,0.001163,62
IterativeImprovement,3160,0.000027,62
Greedy,3160,0.000012,62
TransformAndConquer,3490,0.000015,63
SpaceAndTimeTradeOffs,3490,0.000752,63
DynamicProgramming,3490,0.001289,63
IterativeImprovement,3490,0.000023,63
Greedy,3490,0.000006,63
TransformAndConquer,3756,0.000005,64
SpaceAndTimeTradeOffs,3756,0.000703,64
DynamicProgramming,3756,0.001231,64
IterativeImprovement,3756,0.000031,64
Greedy,3756,0.000004,64
TransformAndConquer,4151,0.000005,65
SpaceAndTimeTradeOffs,4151,0.000714,65
DynamicProgramming,4151,0.001255,65
IterativeImprovement,4151,0.000025,65
Greedy,4151,0.000005,65
TransformAndConquer,3653,0.000004,66
SpaceAndTimeTradeOffs,3653,0.000714,66
DynamicProgramming,3653,0.001263,66
IterativeImprovement,3653,0.000025,66
Greedy,3653,0.000005,66
TransformAndConquer,4108,0.000004,67
SpaceAndTimeTradeOffs,4108,0.000717,67
DynamicProgramming,4108,0.001259,67
IterativeImprovement,4108,0.000026,67
Greedy,4108,0.000004,67
TransformAndConquer,4477,0.000004,68
SpaceAndTimeTradeOffs,4477,0.000728,68
DynamicProgramming,4477,0.001314,68
IterativeImprovement,4477,0.000038,68
Greedy,4477,0.000004,68
TransformAndConquer,3962,0.000004,69
SpaceAndTimeTradeOffs,3961,0.000746,69
DynamicProgramming,3961,0.001333,69
IterativeImprovement,3960,0.000033,69
Greedy,3951,0.000005,69
TransformAndConquer,4640,0.000004,70
SpaceAndTimeTradeOffs,4638,0.000751,70
DynamicProgramming,4638,0.001383,70
IterativeImprovement,4638,0.000025,70
Greedy,4638,0.000005,70
TransformAndConquer,3908,0.000004,71
SpaceAndTimeTradeOffs,3907,0.000775,71
DynamicProgramming,3907,0.001347,71
IterativeImprovement,3907,0.000030,71
Greedy,3892,0.000005,71
TransformAndConquer,4060,0.000005,72
SpaceAndTimeTradeOffs,4060,0.000798,72
DynamicProgramming,4060,0.001434,72
IterativeImprovement,4060,0.000034,72
Greedy,4060,0.000005,72
TransformAndConquer,3892,0.000004,73
SpaceAndTimeTradeOffs,3891,0.000812,73
DynamicProgramming,3891,0.001428,73
IterativeImprovement,3891,0.000033,73
Greedy,3891,0.000006,73
TransformAndConquer,4392,0.000004,74
SpaceAndTimeTradeOffs,4390,0.000814,74
DynamicProgramming,4390,0.001461,74
IterativeImprovement,4390,0.000035,74
Greedy,4382,0.000005,74
TransformAndConquer,3769,0.000007,75
SpaceAndTimeTradeOffs,3767,0.000838,75
DynamicProgramming,3767,0.001539,75
IterativeImprovement,3767,0.000053,75
Greedy,3746,0.000005,75
TransformAndConquer,5095,0.000005,76
SpaceAndTimeTradeOffs,5095,0.000850,76
DynamicProgramming,5095,0.001497,76
IterativeImprovement,5095,0.000039,76
Greedy,5078,0.000005,76
TransformAndConquer,4532,0.000005,77
SpaceAndTimeTradeOffs,4530,0.000942,77
DynamicProgramming,4530,0.001656,77
IterativeImprovement,4529,0.000041,77
Greedy,4516,0.000005,77
TransformAndConquer,4909,0.000005,78
SpaceAndTimeTradeOffs,4909,0.000939,78
DynamicProgramming,4909,0.001660,78
IterativeImprovement,4909,0.000035,78
Greedy,4898,0.000006,78
TransformAndConquer,5502,0.000006,79
SpaceAndTimeTradeOffs,5501,0.000960,79
DynamicProgramming,5501,0.001650,79
IterativeImprovement,5501,0.000038,79
Greedy,5495,0.000005,79
TransformAndConquer,5617,0.000005,80
SpaceAndTimeTradeOffs,5617,0.000954,80
DynamicProgramming,5617,0.001745,80
IterativeImprovement,5617,0.000035,80
Greedy,5617,0.000006,80
TransformAndConquer,4875,0.000005,81
SpaceAndTimeTradeOffs,4874,0.000993,81
DynamicProgramming,4874,0.001755,81
IterativeImprovement,4861,0.000075,81
Greedy,4826,0.000006,81
TransformAndConquer,5522,0.000006,82
SpaceAndTimeTradeOffs,5518,0.000956,82
DynamicProgramming,5518,0.001850,82
IterativeImprovement,5518,0.000060,82
Greedy,5492,0.000014,82
TransformAndConquer,6219,0.000006,83
SpaceAndTimeTradeOffs,6213,0.001057,83
DynamicProgramming,6213,0.001856,83
IterativeImprovement,6213,0.000048,83
Greedy,6177,0.000006,83
TransformAndConquer,5572,0.000005,84
SpaceAndTimeTradeOffs,5566,0.001011,84
DynamicProgramming,5566,0.001895,84
IterativeImprovement,5566,0.000047,84
Greedy,5527,0.000006,84
TransformAndConquer,5912,0.000007,85
SpaceAndTimeTradeOffs,5909,0.001021,85
DynamicProgramming,5909,0.001835,85
IterativeImprovement,5909,0.000046,85
Greedy,5768,0.000007,85
TransformAndConquer,5865,0.000005,86
SpaceAndTimeTradeOffs,5860,0.001046,86
DynamicProgramming,5860,0.001940,86
IterativeImprovement,5860,0.000051,86
Greedy,5803,0.000006,86
TransformAndConquer,5335,0.000006,87
SpaceAndTimeTradeOffs,5334,0.001114,87
DynamicProgramming,5334,0.001951,87
IterativeImprovement,5333,0.000092,87
Greedy,5317,0.000026,87
TransformAndConquer,6208,0.000013,88
SpaceAndTimeTradeOffs,6202,0.001208,88
DynamicProgramming,6202,0.002181,88
IterativeImprovement,6202,0.000058,88
Greedy,6173,0.000008,88
TransformAndConquer,5777,0.000007,89
SpaceAndTimeTradeOffs,5775,0.001110,89
DynamicProgramming,5775,0.001984,89
IterativeImprovement,5775,0.000072,89
Greedy,5688,0.000006,89
TransformAndConquer,6607,0.000006,90
SpaceAndTimeTradeOffs,6606,0.001161,90
DynamicProgramming,6606,0.002094,90
IterativeImprovement,6606,0.000069,90
Greedy,6504,0.000007,90
TransformAndConquer,6846,0.000006,91
SpaceAndTimeTradeOffs,6842,0.001199,91
DynamicProgramming,6842,0.002130,91
IterativeImprovement,6839,0.000066,91
Greedy,6787,0.000008,91
TransformAndConquer,6417,0.000006,92
SpaceAndTimeTradeOffs,6413,0.001209,92
DynamicProgramming,6413,0.002275,92
IterativeImprovement,6410,0.000067,92
Greedy,6369,0.000011,92
TransformAndConquer,5681,0.000006,93
SpaceAndTimeTradeOffs,5678,0.001330,93
DynamicProgramming,5678,0.002166,93
IterativeImprovement,5675,0.000072,93
Greedy,5652,0.000008,93
TransformAndConquer,6017,0.000006,94
SpaceAndTimeTradeOffs,6009,0.001268,94
DynamicProgramming,6009,0.002306,94
IterativeImprovement,6009,0.000055,94
Greedy,5930,0.000007,94
TransformAndConquer,7002,0.000007,95
SpaceAndTimeTradeOffs,7000,0.001315,95
DynamicProgramming,7000,0.002239,95
IterativeImprovement,7000,0.000074,95
Greedy,6962,0.000007,95
TransformAndConquer,6980,0.000007,96
SpaceAndTimeTradeOffs,6976,0.001317,96
DynamicProgramming,6976,0.002343,96
IterativeImprovement,6966,0.000078,96
Greedy,6956,0.000007,96
TransformAndConquer,6688,0.000007,97
SpaceAndTimeTradeOffs,6683,0.001414,97
DynamicProgramming,6683,0.002513,97
IterativeImprovement,6672,0.000078,97
Greedy,6647,0.000008,97
TransformAndConquer,7177,0.000007,98
SpaceAndTimeTradeOffs,7174,0.001378,98
DynamicProgramming,7174,0.002457,98
IterativeImprovement,7174,0.000085,98
Greedy,6986,0.000007,98
TransformAndConquer,8015,0.000006,99
SpaceAndTimeTradeOffs,8008,0.001433,99
DynamicProgramming,8008,0.002443,99
IterativeImprovement,8008,0.000080,99
Greedy,7942,0.000008,99
TransformAndConquer,21928,0.000006,100
SpaceAndTimeTradeOffs,21921,0.001113,100
DynamicProgramming,21921,0.002071,100
IterativeImprovement,21921,0.000071,100
Greedy,21530,0.000007,100
TransformAndConquer,6780,0.000006,101
SpaceAndTimeTradeOffs,6777,0.001467,101
DynamicProgramming,6777,0.002722,101
IterativeImprovement,6774,0.000102,101
Greedy,6603,0.000006,101
TransformAndConquer,8185,0.000006,102
SpaceAndTimeTradeOffs,8178,0.001480,102
DynamicProgramming,8178,0.002664,102
IterativeImprovement,8178,0.000084,102
Greedy,7908,0.000008,102
TransformAndConquer,7822,0.000007,103
SpaceAndTimeTradeOffs,7817,0.001515,103
DynamicProgramming,7817,0.002768,103
IterativeImprovement,7817,0.000073,103
Greedy,7649,0.000008,103
TransformAndConquer,7800,0.000006,104
SpaceAndTimeTradeOffs,7798,0.001492,104
DynamicProgramming,7798,0.002703,104
IterativeImprovement,7791,0.000104,104
Greedy,7680,0.000019,104
TransformAndConquer,7354,0.000007,105
SpaceAndTimeTradeOffs,7349,0.001830,105
DynamicProgramming,7349,0.002774,105
IterativeImprovement,7349,0.000084,105
Greedy,7146,0.000009,105
TransformAndConquer,7587,0.000020,106
SpaceAndTimeTradeOffs,7580,0.001636,106
DynamicProgramming,7580,0.002844,106
IterativeImprovement,7566,0.000089,106
Greedy,7250,0.000009,106
TransformAndConquer,8527,0.000007,107
SpaceAndTimeTradeOffs,8518,0.001673,107
DynamicProgramming,8518,0.002833,107
IterativeImprovement,8518,0.000087,107
Greedy,8361,0.000008,107
TransformAndConquer,8565,0.000008,108
SpaceAndTimeTradeOffs,8557,0.001647,108
DynamicProgramming,8557,0.003189,108
IterativeImprovement,8549,0.000087,108
Greedy,8462,0.000014,108
TransformAndConquer,8570,0.000008,109
SpaceAndTimeTradeOffs,8569,0.001771,109
DynamicProgramming,8569,0.003052,109
IterativeImprovement,8569,0.000095,109
Greedy,8506,0.000009,109
TransformAndConquer,8178,0.000007,110
SpaceAndTimeTradeOffs,8175,0.001852,110
DynamicProgramming,8175,0.003133,110
IterativeImprovement,8175,0.000097,110
Greedy,7825,0.000008,110
TransformAndConquer,8004,0.000008,111
SpaceAndTimeTradeOffs,7995,0.001822,111
DynamicProgramming,7995,0.003262,111
IterativeImprovement,7993,0.000075,111
Greedy,7825,0.000016,111
TransformAndConquer,8293,0.000008,112
SpaceAndTimeTradeOffs,8277,0.001807,112
DynamicProgramming,8277,0.003103,112
IterativeImprovement,8275,0.000100,112
Greedy,8136,0.000009,112
TransformAndConquer,8630,0.000007,113
SpaceAndTimeTradeOffs,8622,0.001832,113
DynamicProgramming,8622,0.003306,113
IterativeImprovement,8619,0.000072,113
Greedy,8438,0.000010,113
TransformAndConquer,9459,0.000009,114
SpaceAndTimeTradeOffs,9453,0.001806,114
DynamicProgramming,9453,0.003302,114
IterativeImprovement,9453,0.000127,114
Greedy,9238,0.000013,114
TransformAndConquer,9041,0.000006,115
SpaceAndTimeTradeOffs,9039,0.001890,115
DynamicProgramming,9039,0.003300,115
IterativeImprovement,9039,0.000080,115
Greedy,8688,0.000009,115
TransformAndConquer,9226,0.000007,116
SpaceAndTimeTradeOffs,9216,0.001977,116
DynamicProgramming,9216,0.003648,116
IterativeImprovement,9212,0.000076,116
Greedy,8810,0.000021,116
TransformAndConquer,8620,0.000010,117
SpaceAndTimeTradeOffs,8613,0.001940,117
DynamicProgramming,8613,0.003589,117
IterativeImprovement,8610,0.000119,117
Greedy,8399,0.000010,117
TransformAndConquer,9215,0.000008,118
SpaceAndTimeTradeOffs,9209,0.002044,118
DynamicProgramming,9209,0.003590,118
IterativeImprovement,9203,0.000127,118
Greedy,8962,0.000020,118
TransformAndConquer,9208,0.000020,119
SpaceAndTimeTradeOffs,9207,0.001955,119
DynamicProgramming,9207,0.003622,119
IterativeImprovement,9207,0.000130,119
Greedy,8835,0.000009,119
TransformAndConquer,9088,0.000008,120
SpaceAndTimeTradeOffs,9085,0.002038,120
DynamicProgramming,9085,0.003768,120
IterativeImprovement,9085,0.000073,120
Greedy,8747,0.000009,120
TransformAndConquer,9828,0.000008,121
SpaceAndTimeTradeOffs,9819,0.002090,121
DynamicProgramming,9819,0.003691,121
IterativeImprovement,9814,0.000158,121
Greedy,9666,0.000009,121
TransformAndConquer,9328,0.000008,122
SpaceAndTimeTradeOffs,9322,0.002021,122
DynamicProgramming,9322,0.003736,122
IterativeImprovement,9322,0.000086,122
Greedy,8865,0.000011,122
TransformAndConquer,10498,0.000015,123
SpaceAndTimeTradeOffs,10496,0.002151,123
DynamicProgramming,10496,0.003952,123
IterativeImprovement,10496,0.000134,123
Greedy,10239,0.000011,123
TransformAndConquer,10318,0.000007,124
SpaceAndTimeTradeOffs,10313,0.002108,124
DynamicProgramming,10313,0.003937,124
IterativeImprovement,10310,0.000117,124
Greedy,10201,0.000016,124
TransformAndConquer,9362,0.000014,125
SpaceAndTimeTradeOffs,9359,0.002201,125
DynamicProgramming,9359,0.004167,125
IterativeImprovement,9345,0.000079,125
Greedy,8992,0.000011,125
TransformAndConquer,9635,0.000009,126
SpaceAndTimeTradeOffs,9630,0.002174,126
DynamicProgramming,9630,0.003926,126
IterativeImprovement,9629,0.000126,126
Greedy,9166,0.000010,126
TransformAndConquer,10037,0.000008,127
SpaceAndTimeTradeOffs,10026,0.002293,127
DynamicProgramming,10026,0.004121,127
IterativeImprovement,10022,0.000104,127
Greedy,9751,0.000011,127
TransformAndConquer,9439,0.000008,128
SpaceAndTimeTradeOffs,9438,0.002257,128
DynamicProgramming,9438,0.004156,128
IterativeImprovement,9419,0.000108,128
Greedy,8947,0.000010,128
TransformAndConquer,9914,0.000009,129
SpaceAndTimeTradeOffs,9908,0.002283,129
DynamicProgramming,9908,0.004163,129
IterativeImprovement,9906,0.000126,129
Greedy,9590,0.000012,129
TransformAndConquer,9348,0.000009,130
SpaceAndTimeTradeOffs,9344,0.002320,130
DynamicProgramming,9344,0.004291,130
IterativeImprovement,9344,0.000111,130
Greedy,8882,0.000017,130
TransformAndConquer,9685,0.000016,131
SpaceAndTimeTradeOffs,9680,0.002313,131
DynamicProgramming,9680,0.004377,131
IterativeImprovement,9672,0.000122,131
Greedy,9178,0.000012,131
TransformAndConquer,10327,0.000008,132
SpaceAndTimeTradeOffs,10316,0.002345,132
DynamicProgramming,10316,0.004401,132
IterativeImprovement,10299,0.000126,132
Greedy,9806,0.000009,132
TransformAndConquer,10657,0.000009,133
SpaceAndTimeTradeOffs,10651,0.002555,133
DynamicProgramming,10651,0.004443,133
IterativeImprovement,10651,0.000145,133
Greedy,10040,0.000011,133
TransformAndConquer,10870,0.000009,134
SpaceAndTimeTradeOffs,10865,0.002444,134
DynamicProgramming,10865,0.004569,134
IterativeImprovement,10865,0.000118,134
Greedy,10280,0.000012,134
TransformAndConquer,10812,0.000009,135
SpaceAndTimeTradeOffs,10811,0.002512,135
DynamicProgramming,10811,0.004764,135
IterativeImprovement,10811,0.000096,135
Greedy,10442,0.000012,135
TransformAndConquer,11349,0.000009,136
SpaceAndTimeTradeOffs,11343,0.002555,136
DynamicProgramming,11343,0.004711,136
IterativeImprovement,11343,0.000095,136
Greedy,10788,0.000012,136
TransformAndConquer,11471,0.000008,137
SpaceAndTimeTradeOffs,11460,0.002569,137
DynamicProgramming,11460,0.004805,137
IterativeImprovement,11452,0.000158,137
Greedy,10972,0.000011,137
TransformAndConquer,11367,0.000009,138
SpaceAndTimeTradeOffs,11357,0.002643,138
DynamicProgramming,11357,0.004791,138
IterativeImprovement,11353,0.000148,138
Greedy,11052,0.000011,138
TransformAndConquer,11811,0.000009,139
SpaceAndTimeTradeOffs,11806,0.002660,139
DynamicProgramming,11806,0.004985,139
IterativeImprovement,11786,0.000137,139
Greedy,10846,0.000011,139
TransformAndConquer,10991,0.000009,140
SpaceAndTimeTradeOffs,10986,0.002753,140
DynamicProgramming,10986,0.004934,140
IterativeImprovement,10984,0.000133,140
Greedy,10155,0.000013,140
TransformAndConquer,11065,0.000010,141
SpaceAndTimeTradeOffs,11060,0.002699,141
DynamicProgramming,11060,0.005103,141
IterativeImprovement,11053,0.000166,141
Greedy,10353,0.000013,141
TransformAndConquer,12829,0.000010,142
SpaceAndTimeTradeOffs,12822,0.002755,142
DynamicProgramming,12822,0.005130,142
IterativeImprovement,12810,0.000167,142
Greedy,11737,0.000011,142
TransformAndConquer,11338,0.000010,143
SpaceAndTimeTradeOffs,11332,0.002812,143
DynamicProgramming,11332,0.005178,143
IterativeImprovement,11316,0.000166,143
Greedy,10645,0.000019,143
TransformAndConquer,11496,0.000016,144
SpaceAndTimeTradeOffs,11491,0.002891,144
DynamicProgramming,11491,0.005259,144
IterativeImprovement,11462,0.000146,144
Greedy,10715,0.000013,144
TransformAndConquer,12100,0.000011,145
SpaceAndTimeTradeOffs,12093,0.002847,145
DynamicProgramming,12093,0.005455,145
IterativeImprovement,12087,0.000135,145
Greedy,11070,0.000012,145
TransformAndConquer,12233,0.000011,146
SpaceAndTimeTradeOffs,12226,0.002952,146
DynamicProgramming,12226,0.005368,146
IterativeImprovement,12226,0.000185,146
Greedy,11834,0.000012,146
TransformAndConquer,13591,0.000010,147
SpaceAndTimeTradeOffs,13590,0.003035,147
DynamicProgramming,13590,0.005534,147
IterativeImprovement,13589,0.000179,147
Greedy,13234,0.000014,147
TransformAndConquer,12381,0.000010,148
