Algorithms,MaxCost,TimeTaken,Parameters
Greedy,25401,0.000037,266
GeneticAlgorithm,27102,2.283282,266
TransformAndConquer,27999,0.000023,267
SpaceAndTimeTradeOffs,27993,0.009881,267
DynamicProgramming,27993,0.017465,267
IterativeImprovement,27982,0.000455,267
Greedy,23658,0.000050,267
GeneticAlgorithm,24470,2.278487,267
TransformAndConquer,29613,0.000025,268
SpaceAndTimeTradeOffs,29606,0.009582,268
DynamicProgramming,29606,0.017694,268
IterativeImprovement,29595,0.000329,268
Greedy,23974,0.000050,268
GeneticAlgorithm,25759,2.291856,268
TransformAndConquer,28704,0.000022,269
SpaceAndTimeTradeOffs,28698,0.010077,269
DynamicProgramming,28698,0.018030,269
IterativeImprovement,28698,0.000395,269
Greedy,25370,0.000037,269
GeneticAlgorithm,24856,2.272910,269
TransformAndConquer,27452,0.000026,270
SpaceAndTimeTradeOffs,27442,0.009695,270
DynamicProgramming,27442,0.017707,270
IterativeImprovement,27425,0.000331,270
Greedy,22618,0.000046,270
GeneticAlgorithm,23622,2.234796,270
TransformAndConquer,27583,0.000024,271
SpaceAndTimeTradeOffs,27578,0.010115,271
DynamicProgramming,27578,0.018054,271
IterativeImprovement,27574,0.000442,271
Greedy,22236,0.000036,271
GeneticAlgorithm,24226,2.291649,271
TransformAndConquer,28606,0.000024,272
SpaceAndTimeTradeOffs,28596,0.009986,272
DynamicProgramming,28596,0.018324,272
IterativeImprovement,28585,0.000394,272
Greedy,23322,0.000040,272
GeneticAlgorithm,25718,2.281278,272
TransformAndConquer,27481,0.000024,273
SpaceAndTimeTradeOffs,27470,0.010175,273
DynamicProgramming,27470,0.018480,273
IterativeImprovement,27459,0.000397,273
Greedy,21783,0.000036,273
GeneticAlgorithm,23907,2.263711,273
TransformAndConquer,29450,0.000024,274
SpaceAndTimeTradeOffs,29439,0.010205,274
DynamicProgramming,29439,0.019022,274
IterativeImprovement,29435,0.000345,274
Greedy,23139,0.000043,274
GeneticAlgorithm,25243,2.319175,274
TransformAndConquer,28266,0.000027,275
SpaceAndTimeTradeOffs,28255,0.010307,275
DynamicProgramming,28255,0.019781,275
IterativeImprovement,28226,0.000396,275
Greedy,23238,0.000037,275
GeneticAlgorithm,24182,2.279771,275
TransformAndConquer,31342,0.000023,276
SpaceAndTimeTradeOffs,31335,0.010361,276
DynamicProgramming,31335,0.019060,276
IterativeImprovement,31316,0.000429,276
Greedy,27643,0.000045,276
GeneticAlgorithm,27588,2.351614,276
TransformAndConquer,31643,0.000024,277
SpaceAndTimeTradeOffs,31641,0.010393,277
DynamicProgramming,31641,0.023516,277
IterativeImprovement,31599,0.001100,277
Greedy,25920,0.000050,277
GeneticAlgorithm,27935,2.372085,277
TransformAndConquer,30709,0.000023,278
SpaceAndTimeTradeOffs,30699,0.010321,278
DynamicProgramming,30699,0.019959,278
IterativeImprovement,30663,0.000550,278
Greedy,25995,0.000052,278
GeneticAlgorithm,26860,2.337651,278
TransformAndConquer,31132,0.000027,279
SpaceAndTimeTradeOffs,31118,0.010322,279
DynamicProgramming,31118,0.020960,279
IterativeImprovement,31118,0.000529,279
Greedy,25646,0.000041,279
GeneticAlgorithm,27055,2.392948,279
TransformAndConquer,32205,0.000023,280
SpaceAndTimeTradeOffs,32190,0.010655,280
DynamicProgramming,32190,0.020971,280
IterativeImprovement,32173,0.000355,280
Greedy,26714,0.000042,280
GeneticAlgorithm,27676,2.425339,280
TransformAndConquer,32354,0.000055,281
SpaceAndTimeTradeOffs,32341,0.010903,281
DynamicProgramming,32341,0.021097,281
IterativeImprovement,32309,0.000536,281
Greedy,25456,0.000037,281
GeneticAlgorithm,28429,2.402701,281
TransformAndConquer,30908,0.000028,282
SpaceAndTimeTradeOffs,30898,0.010798,282
DynamicProgramming,30898,0.020574,282
IterativeImprovement,30884,0.000426,282
Greedy,25987,0.000049,282
GeneticAlgorithm,27459,2.395981,282
TransformAndConquer,31325,0.000022,283
SpaceAndTimeTradeOffs,31319,0.010759,283
DynamicProgramming,31319,0.020904,283
IterativeImprovement,31303,0.000503,283
Greedy,25181,0.000037,283
GeneticAlgorithm,28144,2.413206,283
TransformAndConquer,30370,0.000025,284
SpaceAndTimeTradeOffs,30366,0.010838,284
DynamicProgramming,30366,0.020304,284
IterativeImprovement,30350,0.000532,284
Greedy,24483,0.000032,284
GeneticAlgorithm,26632,2.380171,284
TransformAndConquer,30436,0.000025,285
SpaceAndTimeTradeOffs,30426,0.011906,285
DynamicProgramming,30426,0.020738,285
IterativeImprovement,30416,0.000596,285
Greedy,23210,0.000048,285
GeneticAlgorithm,26809,2.416400,285
TransformAndConquer,31013,0.000025,286
SpaceAndTimeTradeOffs,31004,0.011212,286
DynamicProgramming,31004,0.020529,286
IterativeImprovement,30993,0.000366,286
Greedy,26128,0.000047,286
GeneticAlgorithm,26774,2.372442,286
TransformAndConquer,32046,0.000024,287
SpaceAndTimeTradeOffs,32041,0.011614,287
DynamicProgramming,32041,0.021508,287
IterativeImprovement,31982,0.000445,287
Greedy,26190,0.000049,287
GeneticAlgorithm,27594,2.383112,287
TransformAndConquer,31178,0.000025,288
SpaceAndTimeTradeOffs,31169,0.011222,288
DynamicProgramming,31169,0.021296,288
IterativeImprovement,31167,0.000443,288
Greedy,24648,0.000044,288
GeneticAlgorithm,27086,2.432330,288
TransformAndConquer,30915,0.000028,289
SpaceAndTimeTradeOffs,30906,0.011355,289
DynamicProgramming,30906,0.020957,289
IterativeImprovement,30898,0.000372,289
Greedy,25659,0.000037,289
GeneticAlgorithm,27146,2.576035,289
TransformAndConquer,31398,0.000024,290
SpaceAndTimeTradeOffs,31387,0.011512,290
DynamicProgramming,31387,0.020946,290
IterativeImprovement,31380,0.000522,290
Greedy,26375,0.000046,290
GeneticAlgorithm,27145,2.633071,290
TransformAndConquer,31478,0.000030,291
SpaceAndTimeTradeOffs,31472,0.011355,291
DynamicProgramming,31472,0.021410,291
IterativeImprovement,31472,0.000515,291
Greedy,25561,0.000038,291
GeneticAlgorithm,27753,2.613640,291
TransformAndConquer,32862,0.000030,292
SpaceAndTimeTradeOffs,32853,0.011750,292
DynamicProgramming,32853,0.022391,292
IterativeImprovement,32827,0.000598,292
Greedy,27721,0.000040,292
GeneticAlgorithm,27910,2.651586,292
TransformAndConquer,31794,0.000024,293
SpaceAndTimeTradeOffs,31784,0.011302,293
DynamicProgramming,31784,0.021363,293
IterativeImprovement,31774,0.000491,293
Greedy,25492,0.000048,293
GeneticAlgorithm,27017,2.579508,293
TransformAndConquer,34731,0.000029,294
SpaceAndTimeTradeOffs,34725,0.011572,294
DynamicProgramming,34725,0.021352,294
IterativeImprovement,34670,0.000545,294
Greedy,28614,0.000046,294
GeneticAlgorithm,29897,2.665956,294
TransformAndConquer,35675,0.000028,295
SpaceAndTimeTradeOffs,35664,0.011555,295
DynamicProgramming,35664,0.022925,295
IterativeImprovement,35631,0.000495,295
Greedy,30279,0.000049,295
GeneticAlgorithm,30117,2.641858,295
TransformAndConquer,32317,0.000026,296
SpaceAndTimeTradeOffs,32309,0.011817,296
DynamicProgramming,32309,0.022296,296
IterativeImprovement,32285,0.000607,296
Greedy,25115,0.000044,296
GeneticAlgorithm,27907,2.613202,296
TransformAndConquer,31765,0.000026,297
SpaceAndTimeTradeOffs,31756,0.012119,297
DynamicProgramming,31756,0.022139,297
IterativeImprovement,31725,0.000538,297
Greedy,25400,0.000042,297
GeneticAlgorithm,27191,2.582953,297
TransformAndConquer,34005,0.000024,298
SpaceAndTimeTradeOffs,33995,0.011928,298
DynamicProgramming,33995,0.022654,298
IterativeImprovement,33973,0.000540,298
Greedy,28039,0.000047,298
GeneticAlgorithm,28645,2.628451,298
TransformAndConquer,31870,0.000032,299
SpaceAndTimeTradeOffs,31867,0.012017,299
DynamicProgramming,31867,0.022574,299
IterativeImprovement,31846,0.000604,299
Greedy,26572,0.000058,299
GeneticAlgorithm,27610,2.588452,299
TransformAndConquer,35193,0.000032,300
SpaceAndTimeTradeOffs,35180,0.012232,300
DynamicProgramming,35180,0.022125,300
IterativeImprovement,35173,0.000478,300
Greedy,27945,0.000044,300
GeneticAlgorithm,29838,2.636466,300
TransformAndConquer,30585,0.000027,301
SpaceAndTimeTradeOffs,30579,0.012105,301
DynamicProgramming,30579,0.022947,301
IterativeImprovement,30559,0.000619,301
Greedy,24691,0.000043,301
GeneticAlgorithm,26517,2.601948,301
TransformAndConquer,32481,0.000027,302
SpaceAndTimeTradeOffs,32479,0.011949,302
DynamicProgramming,32479,0.022803,302
IterativeImprovement,32471,0.000591,302
Greedy,24936,0.000042,302
GeneticAlgorithm,28272,2.623716,302
TransformAndConquer,35075,0.000026,303
SpaceAndTimeTradeOffs,35066,0.012670,303
DynamicProgramming,35066,0.022541,303
IterativeImprovement,35064,0.000554,303
Greedy,28184,0.000051,303
GeneticAlgorithm,30684,2.673851,303
TransformAndConquer,33223,0.000029,304
SpaceAndTimeTradeOffs,33209,0.012407,304
DynamicProgramming,33209,0.022998,304
IterativeImprovement,33180,0.000569,304
Greedy,26852,0.000043,304
GeneticAlgorithm,28598,2.650438,304
TransformAndConquer,35151,0.000027,305
SpaceAndTimeTradeOffs,35150,0.013410,305
DynamicProgramming,35150,0.023502,305
IterativeImprovement,35137,0.000623,305
Greedy,28003,0.000057,305
GeneticAlgorithm,30399,2.706292,305
TransformAndConquer,35318,0.000027,306
SpaceAndTimeTradeOffs,35311,0.012498,306
DynamicProgramming,35311,0.023343,306
IterativeImprovement,35296,0.000585,306
Greedy,28471,0.000057,306
GeneticAlgorithm,31252,2.684008,306
TransformAndConquer,34110,0.000027,307
SpaceAndTimeTradeOffs,34105,0.012774,307
DynamicProgramming,34105,0.023434,307
IterativeImprovement,34099,0.000527,307
Greedy,27689,0.000042,307
GeneticAlgorithm,28673,2.695200,307
TransformAndConquer,34008,0.000029,308
SpaceAndTimeTradeOffs,34001,0.012758,308
DynamicProgramming,34001,0.023715,308
IterativeImprovement,33985,0.000512,308
Greedy,27484,0.000044,308
GeneticAlgorithm,29119,2.674211,308
TransformAndConquer,37352,0.000025,309
SpaceAndTimeTradeOffs,37346,0.012899,309
DynamicProgramming,37346,0.024835,309
IterativeImprovement,37346,0.000593,309
Greedy,29207,0.000046,309
GeneticAlgorithm,33237,2.788786,309
TransformAndConquer,36258,0.000025,310
SpaceAndTimeTradeOffs,36251,0.014005,310
DynamicProgramming,36251,0.025014,310
IterativeImprovement,36233,0.000657,310
Greedy,27827,0.000040,310
GeneticAlgorithm,31202,2.760142,310
TransformAndConquer,32403,0.000031,311
SpaceAndTimeTradeOffs,32389,0.012935,311
DynamicProgramming,32389,0.023700,311
IterativeImprovement,32378,0.000491,311
Greedy,25803,0.000061,311
GeneticAlgorithm,28392,2.652325,311
TransformAndConquer,34042,0.000026,312
SpaceAndTimeTradeOffs,34039,0.013420,312
DynamicProgramming,34039,0.024400,312
IterativeImprovement,34028,0.000496,312
Greedy,27362,0.000059,312
GeneticAlgorithm,29448,2.694943,312
TransformAndConquer,32819,0.000026,313
SpaceAndTimeTradeOffs,32817,0.012955,313
DynamicProgramming,32817,0.024194,313
IterativeImprovement,32767,0.000650,313
Greedy,25976,0.000068,313
GeneticAlgorithm,27976,2.623108,313
TransformAndConquer,36385,0.000031,314
SpaceAndTimeTradeOffs,36375,0.013425,314
DynamicProgramming,36375,0.025481,314
IterativeImprovement,36350,0.000661,314
Greedy,29296,0.000049,314
GeneticAlgorithm,30697,2.747869,314
TransformAndConquer,36472,0.000028,315
SpaceAndTimeTradeOffs,36461,0.013327,315
DynamicProgramming,36461,0.025472,315
IterativeImprovement,36432,0.000767,315
Greedy,29178,0.000049,315
GeneticAlgorithm,31709,2.738219,315
TransformAndConquer,33428,0.000028,316
SpaceAndTimeTradeOffs,33418,0.013405,316
DynamicProgramming,33418,0.025149,316
IterativeImprovement,33417,0.000587,316
Greedy,26733,0.000054,316
GeneticAlgorithm,28367,2.713171,316
TransformAndConquer,34484,0.000027,317
SpaceAndTimeTradeOffs,34475,0.014016,317
DynamicProgramming,34475,0.024712,317
IterativeImprovement,34440,0.000542,317
Greedy,24703,0.000048,317
GeneticAlgorithm,30210,2.720187,317
TransformAndConquer,36935,0.000032,318
SpaceAndTimeTradeOffs,36925,0.013678,318
DynamicProgramming,36925,0.025918,318
IterativeImprovement,36892,0.000551,318
Greedy,27684,0.000049,318
GeneticAlgorithm,30392,2.786003,318
TransformAndConquer,37153,0.000028,319
SpaceAndTimeTradeOffs,37144,0.013532,319
DynamicProgramming,37144,0.026679,319
IterativeImprovement,37133,0.000545,319
Greedy,28939,0.000045,319
GeneticAlgorithm,32116,2.768230,319
TransformAndConquer,36312,0.000028,320
SpaceAndTimeTradeOffs,36302,0.013917,320
DynamicProgramming,36302,0.025593,320
IterativeImprovement,36271,0.000623,320
Greedy,28322,0.000055,320
GeneticAlgorithm,31057,2.732106,320
TransformAndConquer,35309,0.000030,321
SpaceAndTimeTradeOffs,35297,0.013676,321
DynamicProgramming,35297,0.025792,321
IterativeImprovement,35287,0.000528,321
Greedy,26966,0.000050,321
GeneticAlgorithm,30088,2.721149,321
TransformAndConquer,35192,0.000032,322
SpaceAndTimeTradeOffs,35181,0.013943,322
DynamicProgramming,35181,0.026177,322
IterativeImprovement,35162,0.000571,322
Greedy,29701,0.000056,322
GeneticAlgorithm,29944,2.765910,322
TransformAndConquer,37500,0.000028,323
SpaceAndTimeTradeOffs,37492,0.015236,323
DynamicProgramming,37492,0.027213,323
IterativeImprovement,37478,0.000676,323
Greedy,29728,0.000050,323
GeneticAlgorithm,31963,2.812137,323
TransformAndConquer,38999,0.000028,324
SpaceAndTimeTradeOffs,38985,0.014155,324
DynamicProgramming,38985,0.027507,324
IterativeImprovement,38962,0.000732,324
Greedy,31190,0.000051,324
GeneticAlgorithm,33149,2.969351,324
TransformAndConquer,37321,0.000027,325
SpaceAndTimeTradeOffs,37312,0.014058,325
DynamicProgramming,37312,0.027543,325
IterativeImprovement,37285,0.000684,325
Greedy,28442,0.000055,325
GeneticAlgorithm,31769,3.030333,325
TransformAndConquer,35991,0.000029,326
SpaceAndTimeTradeOffs,35987,0.014238,326
DynamicProgramming,35987,0.026102,326
IterativeImprovement,35946,0.000791,326
Greedy,30511,0.000043,326
GeneticAlgorithm,30491,2.991963,326
TransformAndConquer,36700,0.000032,327
SpaceAndTimeTradeOffs,36689,0.014130,327
DynamicProgramming,36689,0.027085,327
IterativeImprovement,36689,0.000617,327
Greedy,29383,0.000045,327
GeneticAlgorithm,32029,2.943347,327
TransformAndConquer,39088,0.000030,328
SpaceAndTimeTradeOffs,39084,0.014624,328
DynamicProgramming,39084,0.027094,328
IterativeImprovement,39078,0.000888,328
Greedy,29992,0.000051,328
GeneticAlgorithm,33117,3.038848,328
TransformAndConquer,38840,0.000030,329
SpaceAndTimeTradeOffs,38834,0.014573,329
DynamicProgramming,38834,0.028382,329
IterativeImprovement,38818,0.000645,329
Greedy,29915,0.000046,329
GeneticAlgorithm,33060,3.046926,329
TransformAndConquer,37218,0.000027,330
SpaceAndTimeTradeOffs,37211,0.014511,330
DynamicProgramming,37211,0.027219,330
IterativeImprovement,37199,0.000565,330
Greedy,30372,0.000048,330
GeneticAlgorithm,31404,3.071378,330
TransformAndConquer,38782,0.000032,331
SpaceAndTimeTradeOffs,38769,0.015680,331
DynamicProgramming,38769,0.029884,331
IterativeImprovement,38746,0.000758,331
Greedy,31435,0.000053,331
GeneticAlgorithm,32352,3.141918,331
TransformAndConquer,38256,0.000029,332
SpaceAndTimeTradeOffs,38244,0.014826,332
DynamicProgramming,38244,0.028943,332
IterativeImprovement,38242,0.000574,332
Greedy,30057,0.000044,332
GeneticAlgorithm,33199,3.059477,332
TransformAndConquer,37207,0.000032,333
SpaceAndTimeTradeOffs,37195,0.014774,333
DynamicProgramming,37195,0.027739,333
IterativeImprovement,37188,0.000670,333
Greedy,29628,0.000052,333
GeneticAlgorithm,31459,2.986220,333
TransformAndConquer,40787,0.000034,334
SpaceAndTimeTradeOffs,40782,0.015047,334
DynamicProgramming,40782,0.028252,334
IterativeImprovement,40767,0.000687,334
Greedy,32772,0.000058,334
GeneticAlgorithm,35399,3.064190,334
TransformAndConquer,41287,0.000026,335
SpaceAndTimeTradeOffs,41283,0.015449,335
DynamicProgramming,41283,0.029472,335
IterativeImprovement,41283,0.000597,335
Greedy,31045,0.000053,335
GeneticAlgorithm,34409,3.078383,335
TransformAndConquer,37630,0.000029,336
SpaceAndTimeTradeOffs,37616,0.016434,336
DynamicProgramming,37616,0.032703,336
IterativeImprovement,37593,0.000818,336
Greedy,28649,0.000058,336
GeneticAlgorithm,32788,3.037169,336
TransformAndConquer,37491,0.000035,337
SpaceAndTimeTradeOffs,37487,0.014994,337
DynamicProgramming,37487,0.028891,337
IterativeImprovement,37474,0.000495,337
Greedy,29270,0.000059,337
GeneticAlgorithm,31668,3.080344,337
TransformAndConquer,38941,0.000048,338
SpaceAndTimeTradeOffs,38934,0.015305,338
DynamicProgramming,38934,0.029686,338
IterativeImprovement,38897,0.000608,338
Greedy,30674,0.000060,338
GeneticAlgorithm,32928,3.011568,338
TransformAndConquer,38482,0.000036,339
SpaceAndTimeTradeOffs,38479,0.015160,339
DynamicProgramming,38479,0.028109,339
IterativeImprovement,38479,0.000500,339
Greedy,28776,0.000078,339
GeneticAlgorithm,33705,3.065151,339
TransformAndConquer,42032,0.000026,340
SpaceAndTimeTradeOffs,42014,0.015552,340
DynamicProgramming,42014,0.028353,340
IterativeImprovement,41980,0.000708,340
Greedy,33148,0.000053,340
GeneticAlgorithm,35929,3.137929,340
TransformAndConquer,40351,0.000033,341
SpaceAndTimeTradeOffs,40339,0.015722,341
DynamicProgramming,40339,0.029307,341
IterativeImprovement,40320,0.000606,341
Greedy,30795,0.000054,341
GeneticAlgorithm,34214,3.091634,341
TransformAndConquer,39573,0.000028,342
SpaceAndTimeTradeOffs,39565,0.018638,342
DynamicProgramming,39565,0.030076,342
IterativeImprovement,39531,0.000786,342
Greedy,31192,0.000040,342
GeneticAlgorithm,33316,3.041629,342
TransformAndConquer,42539,0.000028,343
SpaceAndTimeTradeOffs,42535,0.015731,343
DynamicProgramming,42535,0.029698,343
IterativeImprovement,42529,0.000794,343
Greedy,34304,0.000054,343
GeneticAlgorithm,36409,3.143911,343
TransformAndConquer,40493,0.000033,344
SpaceAndTimeTradeOffs,40490,0.023183,344
DynamicProgramming,40490,0.029293,344
IterativeImprovement,40481,0.000631,344
Greedy,31363,0.000059,344
GeneticAlgorithm,34487,3.112749,344
TransformAndConquer,40789,0.000035,345
SpaceAndTimeTradeOffs,40787,0.015929,345
DynamicProgramming,40787,0.029997,345
IterativeImprovement,40787,0.000515,345
Greedy,32641,0.000054,345
GeneticAlgorithm,35031,3.102656,345
TransformAndConquer,42803,0.000030,346
SpaceAndTimeTradeOffs,42790,0.016237,346
DynamicProgramming,42790,0.030564,346
IterativeImprovement,42786,0.000725,346
Greedy,32393,0.000055,346
GeneticAlgorithm,36624,3.103938,346
TransformAndConquer,38878,0.000035,347
SpaceAndTimeTradeOffs,38870,0.015855,347
DynamicProgramming,38870,0.030847,347
IterativeImprovement,38850,0.000766,347
Greedy,28904,0.000053,347
GeneticAlgorithm,32575,3.061037,347
TransformAndConquer,39783,0.000027,348
SpaceAndTimeTradeOffs,39774,0.016259,348
DynamicProgramming,39774,0.029698,348
IterativeImprovement,39748,0.000681,348
Greedy,31423,0.000057,348
GeneticAlgorithm,33938,3.050182,348
TransformAndConquer,43641,0.000033,349
SpaceAndTimeTradeOffs,43633,0.016213,349
DynamicProgramming,43633,0.029779,349
IterativeImprovement,43633,0.000616,349
Greedy,30886,0.000053,349
GeneticAlgorithm,37066,3.161255,349
TransformAndConquer,43128,0.000029,350
SpaceAndTimeTradeOffs,43121,0.016582,350
DynamicProgramming,43121,0.030346,350
IterativeImprovement,43106,0.000817,350
Greedy,34514,0.000053,350
GeneticAlgorithm,35602,3.181826,350
TransformAndConquer,43919,0.000028,351
SpaceAndTimeTradeOffs,43914,0.016295,351
DynamicProgramming,43914,0.030534,351
IterativeImprovement,43883,0.000616,351
Greedy,34828,0.000057,351
GeneticAlgorithm,37026,3.133537,351
TransformAndConquer,40238,0.000030,352
SpaceAndTimeTradeOffs,40230,0.016785,352
DynamicProgramming,40230,0.030594,352
IterativeImprovement,40230,0.000812,352
Greedy,29698,0.000064,352
GeneticAlgorithm,33700,3.134451,352
TransformAndConquer,42479,0.000029,353
SpaceAndTimeTradeOffs,42470,0.016635,353
DynamicProgramming,42470,0.030748,353
IterativeImprovement,42442,0.000890,353
Greedy,31345,0.000060,353
GeneticAlgorithm,35885,3.172221,353
TransformAndConquer,43449,0.000029,354
SpaceAndTimeTradeOffs,43445,0.017303,354
DynamicProgramming,43445,0.032398,354
IterativeImprovement,43427,0.000786,354
Greedy,33989,0.000074,354
GeneticAlgorithm,36659,3.238188,354
TransformAndConquer,44540,0.000034,355
SpaceAndTimeTradeOffs,44536,0.016782,355
DynamicProgramming,44536,0.031276,355
IterativeImprovement,44531,0.000628,355
Greedy,33532,0.000054,355
GeneticAlgorithm,36863,3.350919,355
TransformAndConquer,44039,0.000034,356
SpaceAndTimeTradeOffs,44038,0.016865,356
DynamicProgramming,44038,0.031649,356
IterativeImprovement,44038,0.000550,356
Greedy,32403,0.000070,356
GeneticAlgorithm,36340,3.275317,356
TransformAndConquer,44762,0.000032,357
SpaceAndTimeTradeOffs,44756,0.017501,357
DynamicProgramming,44756,0.033910,357
IterativeImprovement,44752,0.000682,357
Greedy,35691,0.000056,357
GeneticAlgorithm,38138,3.266092,357
TransformAndConquer,40818,0.000028,358
SpaceAndTimeTradeOffs,40803,0.017037,358
DynamicProgramming,40803,0.032085,358
IterativeImprovement,40798,0.000810,358
Greedy,30333,0.000061,358
GeneticAlgorithm,34694,3.171283,358
TransformAndConquer,41906,0.000030,359
SpaceAndTimeTradeOffs,41903,0.016861,359
DynamicProgramming,41903,0.032664,359
IterativeImprovement,41898,0.000647,359
Greedy,32245,0.000052,359
GeneticAlgorithm,36290,3.123433,359
TransformAndConquer,45259,0.000027,360
SpaceAndTimeTradeOffs,45256,0.017411,360
DynamicProgramming,45256,0.033127,360
IterativeImprovement,45253,0.000664,360
Greedy,36748,0.000065,360
GeneticAlgorithm,38663,3.203305,360
TransformAndConquer,43638,0.000029,361
SpaceAndTimeTradeOffs,43620,0.017947,361
DynamicProgramming,43620,0.032879,361
IterativeImprovement,43584,0.000940,361
Greedy,35804,0.000068,361
GeneticAlgorithm,36325,3.331511,361
TransformAndConquer,43751,0.000037,362
SpaceAndTimeTradeOffs,43747,0.017590,362
DynamicProgramming,43747,0.032719,362
IterativeImprovement,43742,0.000654,362
Greedy,32698,0.000059,362
GeneticAlgorithm,37357,3.400080,362
TransformAndConquer,44905,0.000038,363
SpaceAndTimeTradeOffs,44898,0.017515,363
DynamicProgramming,44898,0.033422,363
IterativeImprovement,44889,0.000569,363
Greedy,35582,0.000062,363
GeneticAlgorithm,39131,3.493383,363
TransformAndConquer,45340,0.000029,364
SpaceAndTimeTradeOffs,45328,0.017652,364
DynamicProgramming,45328,0.033804,364
IterativeImprovement,45310,0.000703,364
Greedy,34321,0.000056,364
GeneticAlgorithm,39430,3.451868,364
TransformAndConquer,42563,0.000040,365
SpaceAndTimeTradeOffs,42540,0.017908,365
DynamicProgramming,42540,0.033073,365
IterativeImprovement,42524,0.000951,365
Greedy,32398,0.000060,365
GeneticAlgorithm,35290,3.371403,365
TransformAndConquer,45738,0.000030,366
SpaceAndTimeTradeOffs,45730,0.017575,366
DynamicProgramming,45730,0.034482,366
IterativeImprovement,45723,0.000763,366
Greedy,37205,0.000070,366
GeneticAlgorithm,38709,3.371557,366
TransformAndConquer,42728,0.000032,367
SpaceAndTimeTradeOffs,42716,0.017719,367
DynamicProgramming,42716,0.034836,367
IterativeImprovement,42688,0.000803,367
Greedy,32030,0.000052,367
GeneticAlgorithm,35823,3.445565,367
TransformAndConquer,42830,0.000032,368
SpaceAndTimeTradeOffs,42820,0.018131,368
DynamicProgramming,42820,0.035652,368
IterativeImprovement,42802,0.000768,368
Greedy,34080,0.000054,368
GeneticAlgorithm,35680,3.464800,368
TransformAndConquer,45972,0.000032,369
SpaceAndTimeTradeOffs,45962,0.018101,369
DynamicProgramming,45962,0.035467,369
IterativeImprovement,45942,0.000943,369
Greedy,32010,0.000059,369
GeneticAlgorithm,39298,3.484429,369
TransformAndConquer,45999,0.000039,370
SpaceAndTimeTradeOffs,45994,0.018338,370
DynamicProgramming,45994,0.035587,370
IterativeImprovement,45987,0.000580,370
Greedy,34829,0.000068,370
GeneticAlgorithm,38412,3.623739,370
TransformAndConquer,42819,0.000035,371
SpaceAndTimeTradeOffs,42815,0.018641,371
DynamicProgramming,42815,0.037401,371
IterativeImprovement,42796,0.000732,371
Greedy,31673,0.000064,371
GeneticAlgorithm,36962,3.428715,371
TransformAndConquer,45558,0.000030,372
SpaceAndTimeTradeOffs,45553,0.019156,372
DynamicProgramming,45553,0.035429,372
IterativeImprovement,45548,0.000803,372
Greedy,32709,0.000045,372
GeneticAlgorithm,37784,3.555853,372
TransformAndConquer,49908,0.000035,373
SpaceAndTimeTradeOffs,49892,0.018825,373
DynamicProgramming,49892,0.036966,373
IterativeImprovement,49892,0.000698,373
Greedy,37925,0.000057,373
GeneticAlgorithm,42392,3.592386,373
TransformAndConquer,48364,0.000036,374
SpaceAndTimeTradeOffs,48359,0.018675,374
DynamicProgramming,48359,0.037581,374
IterativeImprovement,48359,0.000696,374
Greedy,34284,0.000065,374
GeneticAlgorithm,40962,3.593670,374
TransformAndConquer,45447,0.000040,375
SpaceAndTimeTradeOffs,45442,0.018657,375
DynamicProgramming,45442,0.034779,375
IterativeImprovement,45442,0.000688,375
Greedy,34115,0.000064,375
GeneticAlgorithm,39024,3.438681,375
TransformAndConquer,46954,0.000031,376
SpaceAndTimeTradeOffs,46937,0.018538,376
DynamicProgramming,46937,0.034869,376
IterativeImprovement,46918,0.000812,376
Greedy,34724,0.000064,376
GeneticAlgorithm,37335,3.444896,376
TransformAndConquer,48239,0.000030,377
SpaceAndTimeTradeOffs,48225,0.019166,377
DynamicProgramming,48225,0.035632,377
IterativeImprovement,48198,0.000892,377
Greedy,38894,0.000066,377
GeneticAlgorithm,40434,3.489971,377
TransformAndConquer,50081,0.000033,378
SpaceAndTimeTradeOffs,50075,0.018985,378
DynamicProgramming,50075,0.036143,378
IterativeImprovement,50034,0.001072,378
Greedy,39292,0.000058,378
GeneticAlgorithm,41728,3.552004,378
TransformAndConquer,45258,0.000031,379
SpaceAndTimeTradeOffs,45251,0.019144,379
DynamicProgramming,45251,0.037033,379
IterativeImprovement,45235,0.000724,379
Greedy,35379,0.000071,379
GeneticAlgorithm,39193,3.531082,379
TransformAndConquer,46201,0.000032,380
SpaceAndTimeTradeOffs,46195,0.019275,380
DynamicProgramming,46195,0.035812,380
IterativeImprovement,46172,0.000708,380
Greedy,34775,0.000062,380
GeneticAlgorithm,38441,3.438906,380
TransformAndConquer,45061,0.000030,381
SpaceAndTimeTradeOffs,45057,0.019531,381
DynamicProgramming,45057,0.037350,381
IterativeImprovement,45047,0.000622,381
Greedy,34188,0.000072,381
GeneticAlgorithm,37611,3.463785,381
TransformAndConquer,47900,0.000038,382
SpaceAndTimeTradeOffs,47894,0.019324,382
DynamicProgramming,47894,0.037625,382
IterativeImprovement,47870,0.000866,382
Greedy,35575,0.000059,382
GeneticAlgorithm,40504,3.527548,382
TransformAndConquer,45007,0.000038,383
SpaceAndTimeTradeOffs,44989,0.019285,383
DynamicProgramming,44989,0.037761,383
IterativeImprovement,44980,0.000866,383
Greedy,34506,0.000060,383
GeneticAlgorithm,37978,3.502863,383
